title,release_year,vote_average,popularity,genres,success
Yentl,1983,6.2,2.592296,"Music, Drama, Romance",1
Gosford Park,2001,6.8,14.101101,"Drama, Mystery, Thriller",1
I Am Sam,2001,7.2,12.935016,Drama,1
Monster's Ball,2001,6.6,6.341187,"Drama, Romance",1
Silent Trigger,1996,5.0,1.672406,"Drama, Action, Thriller",0
Brotherhood of the Wolf,2001,6.6,11.564252,"Adventure, Horror, Action, History",1
Another 48 Hrs.,1990,5.8,6.938921,"Thriller, Action, Comedy, Crime, Drama",1
Dragonslayer,1981,6.5,3.383201,Fantasy,0
Conan the Destroyer,1984,5.8,10.151366,"Adventure, Fantasy, Action",1
Fire and Ice,1983,6.2,8.471302,"Animation, Fantasy, Science Fiction",0
Galaxina,1980,3.3,1.409619,"Comedy, Science Fiction",0
48 Hrs.,1982,6.5,15.297121,"Thriller, Action, Comedy, Crime, Drama",1
Brainstorm,1983,6.3,9.974312,"Science Fiction, Thriller",0
Dragon: The Bruce Lee Story,1993,6.8,5.079464,Drama,1
M*A*S*H,1970,6.9,7.701349,"Comedy, Drama, War",1
One-Eyed Jacks,1961,6.2,6.945886,"Western, Action",0
The Count of Monte Cristo,2002,7.3,10.765924,"Action, Adventure, Drama, Thriller",1
The Mothman Prophecies,2002,6.1,8.50563,"Drama, Horror, Mystery",1
A Walk to Remember,2002,7.5,8.054499,"Drama, Romance",1
American Adobo,2001,5.3,0.158651,"Comedy, Romance",0
Metropolis,2001,6.8,9.298092,"Animation, Science Fiction",1
Cousins,1989,5.1,7.584638,"Comedy, Romance",1
Slackers,2002,5.4,8.559189,"Comedy, Romance",0
Honky Tonk Freeway,1981,0.0,0.420615,"Action, Comedy",0
Big Fat Liar,2002,5.6,4.643981,"Comedy, Family",1
Collateral Damage,2002,5.5,10.175503,"Action, Thriller, Drama",0
Baby's Day Out,1994,5.8,12.508518,"Action, Adventure, Comedy, Family",0
The Man Who Loved Women,1983,4.4,5.214505,Comedy,0
Crossroads,2002,4.7,6.631356,"Action, Adventure, Comedy, Drama, Family, Music, Romance",1
Hart's War,2002,5.9,14.116474,"Drama, War",0
John Q,2002,7.0,8.867562,"Drama, Thriller, Crime",1
Return to Never Land,2002,6.1,8.759774,"Adventure, Fantasy, Animation, Family",1
Super Troopers,2001,6.6,7.351028,"Comedy, Crime, Mystery",1
The Good Son,1993,6.2,7.873794,"Drama, Horror, Thriller",1
Used Cars,1980,6.3,6.963023,"Action, Comedy",1
Dragonfly,2002,6.2,4.924078,Drama,0
Queen of the Damned,2002,5.5,8.436243,"Drama, Fantasy, Horror",1
The Bad News Bears,1976,7.0,8.399441,"Comedy, Family",1
We Were Soldiers,2002,6.7,11.34706,"Action, History, War",1
Intersection,1994,5.1,8.295437,"Drama, Romance",0
A Troll in Central Park,1994,4.4,3.612089,"Fantasy, Animation, Science Fiction, Family",0
Scarlet Street,1945,7.7,6.360746,Drama,1
All About the Benjamins,2002,5.9,3.909079,"Action, Adventure, Comedy",1
The Time Machine,2002,5.8,8.918134,"Science Fiction, Adventure, Action",1
Full Frontal,2002,4.8,2.186683,"Comedy, Drama, Romance",1
Heaven's Gate,1980,6.5,4.393576,"Action, Drama, History, Western",0
The Long Riders,1980,6.6,3.557608,"Western, History",1
Ice Age,2002,7.1,17.328902,"Animation, Comedy, Family, Adventure",1
Resident Evil,2002,6.4,7.781293,"Horror, Action, Science Fiction",1
Showtime,2002,5.3,4.917863,"Action, Comedy",0
Kissing Jessica Stein,2001,5.9,3.374229,Comedy,1
Y Tu Mamá También,2001,7.3,13.962548,"Drama, Romance",1
Split Second,1992,5.8,3.2768,"Thriller, Action, Horror, Science Fiction, Crime",0
Taps,1981,6.5,5.355452,Drama,1
Blade II,2002,6.3,17.05064,"Fantasy, Horror, Action, Thriller",1
Clockstoppers,2002,4.9,5.373623,"Adventure, Family, Science Fiction, Thriller",1
Panic Room,2002,6.6,14.969502,"Crime, Drama, Thriller",1
The Rookie,2002,6.5,10.991137,"Drama, Family",1
The Piano Teacher,2001,7.2,6.363081,"Drama, Romance",1
High Crimes,2002,6.1,8.371005,"Drama, Mystery, Thriller, Crime",1
National Lampoon’s Van Wilder,2002,5.9,7.668576,"Comedy, Romance",1
Rashomon,1950,8.0,9.887355,"Crime, Drama, Mystery",0
Changing Lanes,2002,5.9,7.81862,"Action, Adventure, Crime, Thriller",1
Frailty,2001,7.0,7.397953,"Drama, Thriller, Crime",1
The Sweetest Thing,2002,5.3,8.889064,"Romance, Comedy",1
The Cat's Meow,2001,6.0,13.546984,"Drama, Mystery, Thriller",0
Human Nature,2001,6.1,7.714094,"Drama, Comedy",0
My Big Fat Greek Wedding,2002,6.2,6.719949,"Comedy, Drama, Romance",1
Breakout,1975,6.4,2.301183,"Action, Adventure, Thriller",1
Murder by Numbers,2002,6.0,9.645801,"Crime, Drama, Thriller",1
The Scorpion King,2002,5.3,9.488117,"Action, Fantasy, Adventure",1
Jason X,2001,4.5,7.793873,"Horror, Science Fiction",1
Life or Something Like It,2002,5.7,6.332398,"Comedy, Drama, Romance",0
Salton Sea,2002,7.0,12.106615,"Crime, Drama, Mystery, Thriller",0
Vulgar,2000,5.3,1.62632,"Drama, Horror, Thriller, Crime",0
Delirious,1991,5.5,1.33724,"Fantasy, Comedy, Romance",0
Joe,1970,5.4,0.345862,Drama,1
Thief of Hearts,1984,5.5,0.941383,"Crime, Drama, Romance, Thriller",1
Spider-Man,2002,6.8,29.413341,"Fantasy, Action",1
Rambling Rose,1991,6.4,3.399684,Drama,0
White Fang,1991,6.5,12.318052,"Action, Adventure, Drama, Family",1
Unfaithful,2002,6.3,8.96839,"Thriller, Drama",1
My Beautiful Laundrette,1985,6.6,2.793003,"Romance, Drama, Comedy",1
About a Boy,2002,6.6,10.956665,"Drama, Comedy, Romance",1
Star Wars: Episode II - Attack of the Clones,2002,6.4,14.072511,"Adventure, Action, Science Fiction",1
The Believer,2001,6.8,8.128106,Drama,0
Every Which Way But Loose,1978,6.2,6.759519,"Action, Adventure, Comedy, Romance",1
Enough,2002,6.2,6.681287,"Drama, Thriller",1
Insomnia,2002,6.8,11.424974,"Crime, Mystery, Thriller",1
Spirit: Stallion of the Cimarron,2002,7.4,16.724836,"Western, Animation, Adventure, Comedy, Family",1
The Sum of All Fears,2002,5.9,9.268136,"Thriller, Action, Drama",1
Undercover Brother,2002,5.5,5.00725,"Action, Comedy",1
Rapid Fire,1992,6.2,3.073113,"Action, Thriller",1
Bad Company,2002,5.4,9.540021,"Action, Adventure, Comedy, Thriller",0
Atanarjuat: The Fast Runner,2002,6.3,1.135061,"Fantasy, Drama",1
The Bourne Identity,2002,7.3,21.040126,"Action, Drama, Mystery, Thriller",1
Scooby-Doo,2002,5.4,8.592826,"Mystery, Adventure, Comedy",1
Windtalkers,2002,5.8,7.455875,"Drama, Action, History, War",0
Hombre,1967,7.2,8.019495,"Action, Drama, Western",1
The Manhattan Project,1986,6.1,4.29831,"Science Fiction, Thriller",0
She Wore a Yellow Ribbon,1949,7.1,7.715087,Western,1
Lilo & Stitch,2002,7.1,18.469238,"Animation, Family",1
Minority Report,2002,7.1,20.666063,"Action, Thriller, Science Fiction, Mystery",1
Mr. Deeds,2002,5.6,6.674356,"Comedy, Romance",1
Lovely & Amazing,2001,6.3,2.605409,"Comedy, Drama, Romance",1
Men in Black II,2002,6.1,16.775716,"Action, Adventure, Comedy, Science Fiction",1
The Powerpuff Girls Movie,2002,5.6,5.024459,"Animation, Action, Family",1
Reign of Fire,2002,6.0,13.067306,"Adventure, Action, Fantasy",0
Road to Perdition,2002,7.3,13.426684,"Thriller, Crime, Drama",1
Perfect,1985,3.9,1.289698,"Drama, Romance",0
The Legend of Boggy Creek,1972,5.6,1.522753,"Mystery, Horror, Drama",1
Halloween: Resurrection,2002,4.5,8.502529,"Horror, Thriller",1
K-19: The Widowmaker,2002,6.1,7.718723,"Drama, History, Thriller",0
Stuart Little 2,2002,5.4,9.274909,"Family, Adventure, Animation, Comedy",1
Austin Powers in Goldmember,2002,5.9,8.786653,"Comedy, Crime, Science Fiction",1
The Kid Stays in the Picture,2002,7.3,2.6493,Documentary,1
Happy Times,2000,6.4,0.653271,"Drama, Comedy",0
Tadpole,2002,5.5,9.203416,"Comedy, Drama, Romance",1
Top Secret!,1984,7.0,5.971241,Comedy,1
Signs,2002,6.4,11.211568,"Drama, Thriller, Science Fiction, Mystery",1
Spy Kids 2: The Island of Lost Dreams,2002,5.3,7.164131,"Action, Adventure, Family",1
The Good Girl,2002,6.1,4.388338,"Drama, Comedy, Romance",1
Blood Work,2002,6.1,5.852263,"Crime, Drama, Mystery, Thriller",0
xXx,2002,5.8,12.722381,"Action, Adventure, Thriller",1
Martin Lawrence Live: Runteldat,2002,5.0,0.527297,Comedy,1
The Adventures of Pluto Nash,2002,4.4,8.903754,"Action, Comedy, Science Fiction",0
Blue Crush,2002,5.6,6.455738,Adventure,1
The Isle,2000,6.9,3.882092,"Drama, Thriller",0
Possession,2002,6.5,4.439325,"Drama, Mystery, Romance",0
One Hour Photo,2002,6.6,10.753445,"Horror, Thriller",1
Serving Sara,2002,5.0,10.16841,"Comedy, Romance",0
Undisputed,2002,6.1,13.35278,"Action, Adventure, Drama, Thriller",0
Clash of the Titans,1981,6.8,7.50381,"Adventure, Fantasy, Family",1
Hot Shots!,1991,6.4,11.026793,"Action, Comedy, War",1
Camilla,1994,4.9,0.50525,"Adventure, Drama, Comedy, Family",0
Down and Out in Beverly Hills,1986,5.9,9.970485,Comedy,1
Love Me Tender,1956,5.5,1.157582,"Drama, Action, Western, Music, Romance",1
Wolfen,1981,6.0,2.522474,"Drama, Horror",0
FearDotCom,2002,3.2,5.160215,"Horror, Thriller",0
City By The Sea,2002,5.7,3.903016,"Crime, Drama, Mystery",0
Swimfan,2002,5.0,8.421411,"Drama, Thriller",1
Barbershop,2002,6.2,6.498789,"Comedy, Drama",1
The Transporter,2002,6.6,13.217421,"Action, Crime, Thriller",1
Igby Goes Down,2002,6.5,5.536107,"Comedy, Drama",0
Captain Ron,1992,5.6,5.429614,"Action, Adventure, Comedy, Family",0
The Hills Have Eyes,1977,6.1,4.788002,Horror,1
Spaced Invaders,1990,4.8,2.428279,"Comedy, Family, Science Fiction",1
Ballistic: Ecks vs. Sever,2002,4.3,9.094558,"Action, Adventure, Thriller",0
The Four Feathers,2002,6.5,6.894153,"War, Adventure, Drama, Romance",0
Trapped,2002,5.8,5.781667,"Action, Crime, Drama, Thriller",0
Secretary,2002,6.8,10.936827,"Comedy, Drama, Romance",1
Spirited Away,2001,8.3,41.048867,"Fantasy, Adventure, Animation, Family",1
Sweet Home Alabama,2002,6.1,8.587129,"Comedy, Romance",1
Moonlight Mile,2002,6.4,14.074906,"Romance, Drama",0
Red Dragon,2002,6.7,2.968157,"Crime, Thriller, Horror",1
Powaqqatsi,1988,7.4,2.726061,"Documentary, Drama, Music",0
Valmont,1989,6.7,8.40852,"Drama, Romance",0
Claire of the Moon,1992,5.2,0.59091,"Drama, Romance",1
Brown Sugar,2002,7.0,3.142874,"Comedy, Romance",1
Knockaround Guys,2001,5.9,6.557426,"Crime, Thriller",0
Tuck Everlasting,2002,6.4,5.951492,"Drama, Family, Fantasy, Romance, Science Fiction",1
Bowling for Columbine,2002,7.3,11.393859,Documentary,1
Punch-Drunk Love,2002,6.9,6.753969,"Comedy, Drama, Romance",0
Swept Away,2002,4.8,3.492576,"Comedy, Romance",0
Abandon,2002,4.6,3.485213,"Drama, Mystery, Thriller",0
The 51st State,2001,5.9,6.368323,"Thriller, Action, Comedy, Crime",0
The Ring,2002,6.5,13.740965,"Horror, Mystery",1
Auto Focus,2002,6.1,7.936578,"Drama, Crime",0
Naqoyqatsi,2002,6.1,2.850011,"Documentary, Drama, Music, Thriller",0
Jason Goes to Hell: The Final Friday,1993,4.2,9.223325,"Fantasy, Horror, Thriller",1
Saturday Night Fever,1977,6.5,13.657204,"Drama, Music",1
Staying Alive,1983,4.7,4.860672,"Drama, Action, Music, Romance",1
When Time Ran Out...,1980,7.0,2.284384,"Action, Adventure, Drama, Thriller",0
Xanadu,1980,5.2,3.782547,"Fantasy, Music, Romance",1
Absence of Malice,1981,6.8,3.21594,"Drama, Romance, Thriller",1
The Amateur,1981,5.0,1.701134,"Action, Crime, Thriller",0
Blow Out,1981,7.3,7.536295,"Drama, Mystery, Thriller",0
Dead & Buried,1981,6.1,3.891243,"Horror, Mystery",0
Gallipoli,1981,7.1,7.44658,"Adventure, Drama, History, War",1
Goodbye Pork Pie,1981,8.5,1.023164,"Adventure, Comedy",1
The Hand,1981,5.7,2.12989,"Drama, Horror, Thriller",0
Heartbeeps,1981,3.8,1.08281,"Comedy, Romance, Family",0
The Legend of the Lone Ranger,1981,3.7,1.38292,"Action, Adventure, Romance, Western",0
Neighbors,1981,5.2,3.950775,Comedy,1
Pennies from Heaven,1981,6.3,8.031761,"Drama, Music, Romance",0
Private Lessons,1981,6.3,8.173864,"Romance, Comedy",1
Ghost Ship,2002,5.3,13.955376,"Horror, Mystery, Thriller",1
Jackass: The Movie,2002,6.1,14.095586,"Documentary, Comedy",1
All The Queen's Men,2001,6.1,1.652275,"Action, Comedy, Drama, History",0
Frida,2002,7.3,11.283472,"Drama, Romance",1
Casino Royale,1967,5.3,13.300519,"Adventure, Action, Comedy",1
Exodus,1960,6.9,7.819581,"Action, Drama, History, War",1
I Spy,2002,5.2,10.404277,"Action, Adventure, Comedy, Thriller",0
The Santa Clause 2,2002,5.5,5.205729,"Fantasy, Comedy, Family",1
The Weight of Water,2000,5.6,2.488424,"Crime, Drama, Mystery",0
Femme Fatale,2002,6.2,6.426438,"Thriller, Crime, Romance",0
8 Mile,2002,6.8,8.374355,Drama,1
Far from Heaven,2002,6.9,10.107519,"Drama, Romance",1
Harry Potter and the Chamber of Secrets,2002,7.4,29.741452,"Adventure, Fantasy, Family",1
Men with Brooms,2002,4.6,1.418177,Comedy,0
Return to the Blue Lagoon,1991,5.2,8.929393,Adventure,0
Roadgames,1981,6.5,4.291236,"Thriller, Horror, Mystery",0
Scanners,1981,6.5,10.574039,"Horror, Science Fiction, Thriller",1
Sphinx,1981,5.7,0.627368,"Adventure, Mystery, Thriller",0
This Is Elvis,1981,6.9,0.303062,"Drama, Music, Documentary",0
Die Another Day,2002,5.8,12.996474,"Adventure, Action, Thriller",1
Friday After Next,2002,6.0,5.794821,Comedy,1
The Quiet American,2002,6.5,8.230447,"Drama, Action, Thriller, Romance",0
Talk to Her,2002,7.5,6.648278,"Drama, Romance",1
Extreme Ops,2002,5.0,2.947411,"Action, Adventure, Drama, Thriller",0
Solaris,2002,5.9,10.642824,"Drama, Science Fiction, Mystery, Romance",0
Treasure Planet,2002,7.2,16.141913,"Adventure, Animation, Family, Fantasy, Science Fiction",0
The Sword and the Sorcerer,1982,5.6,3.523637,"Action, Adventure, Fantasy",1
Zulu,1964,7.4,11.604242,"Action, Drama, History, War",1
Analyze That,2002,5.7,9.927412,"Comedy, Crime",0
Empire,2002,6.4,2.148655,"Action, Drama",1
Adaptation.,2002,7.3,11.624481,"Comedy, Crime, Drama",1
Equilibrium,2002,6.9,12.671637,"Action, Science Fiction, Thriller",0
Escape to Victory,1981,6.7,9.865257,"Action, Drama",1
Alone in the Dark,1982,5.5,1.057387,"Horror, Thriller",0
The Best Little Whorehouse in Texas,1982,5.9,2.171346,Comedy,1
"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",1982,4.9,1.094395,"Comedy, Drama",0
Drumline,2002,6.2,5.270187,"Drama, Romance, Comedy, Music",1
Maid in Manhattan,2002,5.6,7.291939,"Comedy, Drama, Romance",1
Star Trek: Nemesis,2002,6.1,11.367801,"Science Fiction, Action, Adventure, Thriller",1
About Schmidt,2002,6.7,11.066473,"Drama, Comedy",1
The Lord of the Rings: The Two Towers,2002,8.0,29.423537,"Adventure, Fantasy, Action",1
25th Hour,2002,7.2,10.271871,"Crime, Drama",0
Antwone Fisher,2002,6.7,10.944654,"Drama, Romance",1
Gangs of New York,2002,7.1,14.922399,"Drama, History, Crime",1
Two Weeks Notice,2002,5.9,7.738531,"Comedy, Romance",1
Narc,2002,6.8,5.20644,"Action, Crime, Drama, Thriller",1
Body of Evidence,1993,4.5,4.655727,"Drama, Thriller, Romance",0
Legend of the Lost,1957,6.1,4.250819,"Adventure, Drama",1
Running Time,1997,6.2,0.471913,Crime,0
War and Peace,1956,6.8,3.666277,"Drama, War, Romance",1
Catch Me If You Can,2002,7.7,19.833077,"Drama, Crime",1
Pinocchio,2002,5.6,6.463613,"Comedy, Family, Fantasy",1
Chicago,2002,6.9,13.325347,"Action, Comedy, Crime, Drama, Music",1
The Hours,2002,7.0,14.686487,Drama,1
The Pianist,2002,8.1,14.811594,"Drama, War",1
Confessions of a Dangerous Mind,2002,6.6,11.331072,"Comedy, Crime, Drama, Romance, Thriller",1
Just Married,2003,5.3,6.001152,Comedy,1
A Guy Thing,2003,5.3,4.444724,"Comedy, Romance",0
City of God,2002,8.2,14.95927,"Drama, Crime",1
Band of Outsiders,1964,7.5,5.648187,"Crime, Drama, Romance",1
Biker Boyz,2003,5.0,11.269558,"Action, Drama",0
Final Destination 2,2003,5.9,12.638573,"Horror, Mystery",1
May,2002,6.3,8.398158,"Drama, Horror, Thriller, Romance",0
Firefox,1982,5.5,8.97528,"Science Fiction, Action, Adventure, Thriller",1
How to Lose a Guy in 10 Days,2003,6.3,5.188107,"Comedy, Romance",1
Shanghai Knights,2003,6.0,7.469778,"Action, Adventure, Comedy, Western",1
Daredevil,2003,5.0,11.415558,"Fantasy, Action, Crime, Science Fiction, Thriller",1
The Jungle Book 2,2003,5.6,10.605851,"Family, Animation, Adventure",1
Dennis the Menace,1993,5.5,10.378902,"Family, Comedy",1
10 to Midnight,1983,6.1,3.372304,"Horror, Crime, Thriller, Drama",1
The Black Stallion,1979,7.0,10.246132,"Adventure, Family",1
A Countess from Hong Kong,1967,5.9,4.928589,"Comedy, Romance",0
A Patch of Blue,1965,7.6,2.46167,"Drama, Romance",1
A Prayer for the Dying,1987,6.1,2.527521,"Crime, Drama, Action, Thriller",0
Dark Blue,2002,6.5,4.98408,"Action, Crime, Drama, Thriller",0
Gods and Generals,2003,6.1,5.374563,"Drama, History, War",0
The Life of David Gale,2003,7.3,9.930326,"Drama, Thriller, Crime",0
Old School,2003,6.6,16.195894,Comedy,1
Cradle 2 the Grave,2003,5.8,8.364587,"Action, Crime, Drama",1
Bringing Down the House,2003,5.4,5.762343,Comedy,1
Tears of the Sun,2003,6.4,10.614987,"Action, Drama, War",1
Bend It Like Beckham,2002,6.2,6.262677,"Comedy, Drama, Romance",1
The Hunted,2003,6.0,7.481524,"Drama, Action, Thriller, Crime",0
King of Kings,1961,7.2,3.657476,Drama,1
Ringu,1998,6.9,6.486126,"Horror, Thriller",1
Ringu 2,1999,5.4,5.277814,Horror,1
Sweet Charity,1969,6.5,0.537378,"Comedy, Drama, Music, Romance",1
Boat Trip,2002,4.7,6.515316,Comedy,0
Dreamcatcher,2003,5.2,7.694847,"Drama, Horror, Science Fiction, Thriller",1
The Robe,1953,6.4,3.826281,Drama,1
Wind,1992,6.1,8.004555,"Action, Drama",0
Basic,2003,6.2,14.327717,"Action, Drama, Mystery, Thriller, Crime",0
The Core,2003,5.5,11.664861,"Action, Thriller, Adventure, Science Fiction",1
Raising Victor Vargas,2002,7.8,1.178723,"Drama, Romance",1
A Man Apart,2003,5.8,17.714247,"Action, Drama",1
Phone Booth,2002,6.7,9.142772,"Thriller, Drama",1
Levity,2003,5.9,2.400607,"Crime, Drama",0
Anger Management,2003,5.9,9.409379,Comedy,1
Ghosts of the Abyss,2003,7.1,4.835446,Documentary,1
House of 1000 Corpses,2003,6.0,11.00913,Horror,1
A Mighty Wind,2003,6.6,4.672036,"Comedy, Music",1
Winged Migration,2001,7.1,3.68993,Documentary,0
Straw Dogs,1971,7.2,6.632663,"Crime, Drama, Thriller, Mystery",1
The Andromeda Strain,1971,7.0,11.081253,"Science Fiction, Thriller",1
The Other Side of Heaven,2001,6.7,1.782377,"Action, Adventure, Drama, Family",0
The Wiz,1978,5.8,4.233081,"Adventure, Family, Fantasy, Music",0
The Marrying Man,1991,5.0,2.70816,"Action, Comedy, Romance, Thriller",0
Scenes from a Mall,1991,4.8,1.739182,Comedy,1
Identity,2003,7.1,17.955897,"Mystery, Thriller",1
House of Fools,2002,5.7,0.870645,"Drama, Music, Romance, Foreign",0
The Lizzie McGuire Movie,2003,5.8,6.730857,"Family, Comedy",1
X2,2003,6.8,0.913096,"Adventure, Action, Science Fiction, Thriller",1
Blue Car,2002,6.7,2.154226,Drama,0
Daddy Day Care,2003,5.6,6.504927,"Comedy, Family",1
The Matrix Reloaded,2003,6.7,16.229317,"Adventure, Action, Thriller, Science Fiction",1
Down with Love,2003,6.1,9.392508,"Action, Comedy, Romance, Thriller",0
The Spanish Apartment,2002,7.0,5.94395,"Drama, Comedy, Romance",0
Bruce Almighty,2003,6.4,15.947524,"Fantasy, Comedy",1
Finding Nemo,2003,7.6,25.497794,"Animation, Family",1
The Italian Job,2003,6.6,13.995044,"Action, Crime",1
Wrong Turn,2003,6.0,14.079718,"Horror, Thriller",1
2 Fast 2 Furious,2003,6.2,2.32462,"Action, Crime, Thriller",1
Whale Rider,2003,7.1,11.040186,"Drama, Family",1
Oscar,1991,6.2,6.137796,"Action, Comedy, Thriller, Family",0
Barton Fink,1991,7.4,8.387026,"Comedy, Drama",0
Shattered,1991,6.1,6.851939,"Mystery, Thriller",0
Dumb and Dumberer: When Harry Met Lloyd,2003,4.1,9.280038,Comedy,1
From Justin to Kelly,2003,3.0,1.695369,"Comedy, Romance",0
Hollywood Homicide,2003,5.0,11.080439,"Action, Adventure, Comedy, Thriller",0
Alex & Emma,2003,5.0,5.236854,"Comedy, Romance",0
28 Days Later,2002,7.1,17.656951,"Horror, Thriller, Science Fiction",1
Charlie's Angels: Full Throttle,2003,5.2,7.821116,"Action, Adventure, Comedy",1
"Bodies, Rest & Motion",1993,4.3,2.296734,"Drama, Romance",0
Never on Sunday,1960,6.0,1.879162,"Drama, Comedy, Romance",1
Scaramouche,1952,6.9,3.803547,"Action, Adventure, Drama",1
Hulk,2003,5.3,15.422638,"Drama, Action, Science Fiction",1
"Legally Blonde 2: Red, White & Blonde",2003,5.2,7.288046,Comedy,1
Sinbad: Legend of the Seven Seas,2003,6.6,8.388773,"Family, Animation, Adventure",0
Terminator 3: Rise of the Machines,2003,5.9,20.818907,"Action, Thriller, Science Fiction",1
Swimming Pool,2003,6.5,14.481103,"Thriller, Crime",1
Pirates of the Caribbean: The Curse of the Black Pearl,2003,7.5,47.326665,"Adventure, Fantasy, Action",1
The League of Extraordinary Gentlemen,2003,5.7,10.488765,"Fantasy, Action, Thriller, Science Fiction",1
Bad Boys II,2003,6.3,8.191436,"Adventure, Action, Comedy, Thriller, Crime",1
Johnny English,2003,6.0,8.739991,"Adventure, Action, Comedy",1
Loose Cannons,1990,4.9,1.961208,"Action, Comedy, Crime, Mystery, Thriller",1
Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,13.076349,"Action, Adventure, Fantasy, Thriller",1
Seabiscuit,2003,6.8,7.851669,"Drama, History",1
Spy Kids 3-D: Game Over,2003,4.7,8.025145,"Action, Adventure, Comedy, Family, Science Fiction",1
Mondays in the Sun,2002,7.0,2.061389,Drama,0
"One, Two, Three",1961,7.6,3.044499,"Comedy, Family",1
The Private Life of Sherlock Holmes,1970,6.9,4.127728,"Adventure, Comedy, Crime, Mystery, Romance, Thriller",0
American Wedding,2003,6.0,14.397139,"Comedy, Romance",1
Gigli,2003,3.5,11.415316,Drama,0
Freaky Friday,2003,6.0,7.867999,Comedy,1
S.W.A.T.,2003,5.8,13.334952,"Action, Thriller, Crime",1
Freddy vs. Jason,2003,5.8,14.015739,Horror,1
