title,release_year,budget,revenue,runtime,vote_average,vote_count,popularity,genres,success
Hellbound: Hellraiser II,1988,3000000.0,12090735.0,97.0,6.3,227.0,8.541732,"Horror, Thriller",1
Hellraiser III: Hell on Earth,1992,5000000.0,12534961.0,93.0,5.3,160.0,6.546551,"Horror, Thriller, War",1
Voyage to the Bottom of the Sea,1961,1580000.0,7000000.0,105.0,5.4,35.0,3.013584,"Adventure, Drama, Science Fiction",1
Fantastic Voyage,1966,5115000.0,12000000.0,100.0,6.7,108.0,12.53841,"Adventure, Science Fiction",1
Get Carter,2000,63600000.0,19412993.0,102.0,4.8,147.0,6.047757,"Action, Drama, Thriller, Crime",0
Meet the Parents,2000,55000000.0,330444045.0,108.0,6.6,1743.0,14.178281,"Comedy, Romance",1
Requiem for a Dream,2000,4500000.0,7390108.0,102.0,7.9,2525.0,6.874828,"Crime, Drama",1
The Ladies Man,2000,24000000.0,13700000.0,84.0,5.7,35.0,3.755409,Comedy,0
Ghoulies,1984,1000000.0,35000000.0,81.0,4.2,58.0,4.734765,"Comedy, Horror, Fantasy",1
Billy Elliot,2000,5000000.0,110000000.0,110.0,7.4,774.0,12.158424,"Drama, Comedy, Music",1
Bedazzled,2000,48000000.0,90383208.0,93.0,5.6,526.0,8.781588,"Fantasy, Comedy, Romance",1
Pay It Forward,2000,40000000.0,55707411.0,122.0,7.0,447.0,10.479723,"Drama, Romance",1
The Little Vampire,2000,22000000.0,13555988.0,95.0,6.0,79.0,9.41834,"Family, Horror",0
Charlie's Angels,2000,92000000.0,264105545.0,98.0,5.6,1253.0,9.774985,"Action, Adventure, Comedy, Crime, Thriller",1
The Legend of Bagger Vance,2000,80000000.0,39459427.0,126.0,6.4,259.0,9.034884,"Fantasy, Drama",0
Men of Honor,2000,32000000.0,48814909.0,129.0,7.0,556.0,7.177649,Drama,1
Red Planet,2000,80000000.0,33463969.0,106.0,5.4,271.0,8.534176,"Thriller, Action, Science Fiction",0
Diamonds Are Forever,1971,7200000.0,116019547.0,120.0,6.3,562.0,12.00491,"Adventure, Action, Thriller",1
The 6th Day,2000,82000000.0,96085477.0,123.0,5.7,603.0,8.41311,Science Fiction,1
Bounce,2000,35000000.0,36779296.0,106.0,5.5,120.0,13.349518,"Drama, Romance",1
How the Grinch Stole Christmas,2000,123000000.0,345141403.0,104.0,6.2,1440.0,11.642462,"Family, Comedy, Fantasy",1
Rugrats in Paris: The Movie,2000,30.0,103.0,78.0,6.0,101.0,5.568359,"Adventure, Animation, Comedy, Family",1
102 Dalmatians,2000,85000000.0,183611771.0,100.0,5.1,327.0,7.668752,"Comedy, Family",1
Quills,2000,13500000.0,7060876.0,124.0,6.8,129.0,5.387711,Drama,0
Unbreakable,2000,75000000.0,248118121.0,106.0,6.9,1994.0,14.67855,"Science Fiction, Thriller, Drama",1
"Crouching Tiger, Hidden Dragon",2000,17000000.0,213525736.0,120.0,7.2,949.0,19.944953,"Adventure, Drama, Action, Romance",1
Dungeons & Dragons,2000,35000000.0,15185241.0,107.0,3.9,159.0,4.884311,"Action, Adventure, Fantasy, Science Fiction",0
Vertical Limit,2000,75000000.0,215663859.0,124.0,5.9,287.0,6.548229,"Action, Adventure, Thriller",1
The Bounty,1984,25000000.0,8613462.0,132.0,6.5,109.0,7.492912,"Action, Drama, History",0
The Living Daylights,1987,40000000.0,191185897.0,130.0,6.2,447.0,12.189038,"Action, Adventure, Thriller",1
The Transformers: The Movie,1986,6000000.0,5849647.0,84.0,7.1,134.0,6.759181,Animation,0
Wall Street,1987,15000000.0,43848069.0,126.0,7.0,557.0,11.672701,"Crime, Drama",1
Born on the Fourth of July,1989,14000000.0,161001698.0,145.0,6.7,403.0,13.617646,"Drama, War",1
Talk Radio,1988,4000000.0,3468572.0,110.0,6.7,46.0,6.865513,Drama,0
Brewster's Millions,1985,20000000.0,45833132.0,97.0,6.5,144.0,6.526379,Comedy,1
Snatch,2000,10000000.0,83557872.0,103.0,7.7,2953.0,14.014025,"Thriller, Crime",1
Punchline,1988,15000000.0,21032267.0,123.0,5.1,41.0,5.764399,"Comedy, Drama",1
Chocolat,2000,25000000.0,152500343.0,121.0,6.8,979.0,8.9256,"Comedy, Drama, Romance",1
"Dude, Where’s My Car?",2000,13000000.0,73180723.0,83.0,5.3,523.0,10.890236,Comedy,1
The Emperor's New Groove,2000,100000000.0,169327687.0,78.0,7.2,1544.0,12.297375,"Adventure, Animation, Comedy, Family, Fantasy",1
Pollock,2000,6.0,8.0,122.0,6.6,91.0,11.179864,"Drama, Romance",1
What Women Want,2000,70000000.0,374111707.0,127.0,6.1,1021.0,9.963079,"Comedy, Romance",1
Finding Forrester,2000,43000000.0,80049764.0,136.0,7.0,305.0,10.536255,Drama,1
The Gift,2000,10000000.0,12008642.0,111.0,6.4,288.0,7.886926,"Horror, Drama, Thriller, Mystery",1
Cast Away,2000,90000000.0,429632142.0,143.0,7.5,3304.0,21.296343,"Adventure, Drama",1
The House of Mirth,2000,10000000.0,5164404.0,140.0,6.4,25.0,2.492547,"Drama, Romance",0
Miss Congeniality,2000,45000000.0,212000000.0,111.0,6.1,987.0,9.510762,"Comedy, Crime, Action",1
"O Brother, Where Art Thou?",2000,26000000.0,71868327.0,106.0,7.3,1144.0,12.434175,"Action, Adventure, Comedy",1
Dracula 2000,2000,28000000.0,33000337.0,99.0,4.6,150.0,6.000716,"Thriller, Horror",1
Thirteen Days,2000,80000000.0,34566746.0,145.0,6.9,192.0,10.204559,"Drama, Thriller",0
Traffic,2000,48000000.0,207515725.0,147.0,6.9,573.0,8.338222,"Thriller, Drama, Crime",1
Shadow of the Vampire,2000,8000000.0,8279017.0,92.0,6.6,149.0,12.691457,"Drama, Horror",1
Annie,1982,50000000.0,57059003.0,127.0,6.2,203.0,8.997507,"Comedy, Drama, Family, Music",1
Don't Tell Mom the Babysitter's Dead,1991,10000000.0,25196249.0,105.0,5.8,108.0,5.402262,"Comedy, Family",1
The Alamo,1960,12000000.0,7900000.0,167.0,6.5,63.0,4.73816,"Action, Adventure, Drama, History, Western",0
At Close Range,1986,6500000.0,2347000.0,111.0,6.7,67.0,10.092348,"Crime, Drama",0
Antitrust,2001,30000000.0,18195610.0,108.0,5.8,156.0,8.142166,"Action, Crime, Drama",0
Save the Last Dance,2001,13000000.0,91038276.0,112.0,6.3,359.0,4.794088,"Drama, Family, Romance, Music",1
Panic,2000,1000000.0,779137.0,88.0,6.8,27.0,7.554807,"Comedy, Crime, Drama",0
The Pledge,2001,35000000.0,29400000.0,123.0,6.6,221.0,12.806634,"Crime, Drama, Mystery, Thriller",0
Sugar & Spice,2001,11000000.0,13276953.0,81.0,5.7,60.0,7.715908,"Crime, Comedy",1
The Wedding Planner,2001,35000000.0,94728529.0,103.0,5.4,433.0,8.056016,Comedy,1
Barfly,1987,3000000.0,3221568.0,100.0,7.3,80.0,15.170192,"Comedy, Drama, Romance",1
Beverly Hills Cop II,1987,20000000.0,299965036.0,100.0,6.1,627.0,9.200336,"Action, Comedy, Crime",1
Beverly Hills Cop,1984,15000000.0,316360478.0,105.0,6.8,985.0,8.503483,"Action, Comedy, Crime",1
Can't Buy Me Love,1987,1800000.0,31623833.0,94.0,6.7,167.0,9.104462,"Drama, Comedy, Romance, Family",1
Cherry 2000,1987,10000000.0,14000.0,99.0,6.0,67.0,2.849779,Science Fiction,0
Empire of the Sun,1987,35000000.0,22238696.0,153.0,7.3,491.0,10.220906,"Drama, History, War",0
Ernest Goes to Camp,1987,3000000.0,23509382.0,92.0,5.5,40.0,5.712291,"Comedy, Family",1
The Evil Dead,1981,350000.0,29400000.0,85.0,7.3,913.0,10.421679,Horror,1
Ishtar,1987,55000000.0,14375181.0,107.0,4.3,29.0,3.986985,"Action, Adventure, Comedy",0
Jaws: The Revenge,1987,23000000.0,51881013.0,89.0,3.5,227.0,9.327986,"Adventure, Thriller",1
Less Than Zero,1987,1.0,12396383.0,98.0,6.1,77.0,4.028679,"Drama, Crime, Romance",1
The Lost Boys,1987,8500000.0,32222567.0,97.0,6.8,545.0,9.099731,"Horror, Comedy",1
Mannequin,1987,6000000.0,42721196.0,89.0,5.5,130.0,8.525782,"Fantasy, Comedy, Romance",1
Masters of the Universe,1987,22000000.0,17336370.0,106.0,5.1,196.0,7.106954,"Action, Fantasy, Science Fiction, Adventure, Thriller",0
The Monster Squad,1987,12000000.0,3769990.0,82.0,6.8,146.0,7.075534,"Horror, Comedy, Action, Fantasy, Science Fiction",0
Head Over Heels,2001,14000000.0,10424470.0,86.0,5.3,73.0,5.594987,"Comedy, Romance",0
Hannibal,2001,87000000.0,351692268.0,131.0,6.4,1296.0,2.48875,"Crime, Drama, Thriller, Horror",1
Saving Silverman,2001,22000000.0,19351569.0,90.0,5.4,155.0,8.526823,"Comedy, Crime, Romance",0
Recess: School's Out,2001,10000000.0,44460850.0,83.0,6.6,68.0,4.195694,"Science Fiction, Animation, Comedy, Family",1
Sweet November,2001,40000000.0,65754228.0,119.0,6.4,292.0,14.840318,"Drama, Romance",1
Monkeybone,2001,75000000.0,5409517.0,93.0,4.2,79.0,8.893957,"Adventure, Fantasy, Animation, Action, Comedy",0
3000 Miles to Graceland,2001,62000000.0,18720175.0,125.0,5.8,181.0,4.76448,"Action, Adventure, Comedy, Thriller, Crime",0
The Mexican,2001,57000000.0,147845033.0,123.0,5.8,453.0,9.958406,"Action, Comedy, Crime, Romance",1
"Me, You, Them",2000,1900000.0,2070806.0,104.0,6.5,14.0,1.075939,"Comedy, Drama, Romance",1
15 Minutes,2001,60000000.0,56359980.0,120.0,5.7,194.0,12.149946,"Action, Crime, Thriller",0
The Greatest Story Ever Told,1965,20000000.0,15473333.0,199.0,6.5,41.0,3.961342,"Drama, History",0
Elmer Gantry,1960,3000000.0,10400000.0,146.0,7.3,41.0,6.409512,Drama,1
Battle Beyond the Stars,1980,2000000.0,11000000.0,104.0,5.9,42.0,2.921405,Science Fiction,1
Death Warrant,1990,4000000.0,16853487.0,93.0,5.4,117.0,13.90542,"Action, Crime, Drama, Mystery, Thriller",1
Double Impact,1991,15000000.0,30102717.0,110.0,5.3,219.0,6.600651,"Thriller, Action, Crime, Drama",1
Harley Davidson and the Marlboro Man,1991,23000000.0,7434726.0,98.0,6.1,86.0,7.338188,"Action, Thriller",0
Losin' It,1983,7000000.0,1246141.0,100.0,4.5,31.0,3.132019,Comedy,0
Mermaids,1990,31000000.0,35419397.0,110.0,6.5,124.0,5.55237,"Comedy, Drama, Romance",1
Manhunter,1986,15000000.0,8620929.0,119.0,6.8,340.0,0.338943,"Crime, Horror, Thriller",0
Death on the Nile,1978,7920000.0,14560084.0,140.0,6.7,121.0,11.162277,Mystery,1
The Longest Yard,1974,2900000.0,43008075.0,121.0,6.4,71.0,9.460843,"Crime, Comedy, Drama",1
C.H.U.D.,1984,1250000.0,3412497.0,88.0,5.3,62.0,4.412794,"Horror, Science Fiction",1
Enemy at the Gates,2001,68000000.0,96976270.0,131.0,7.2,1023.0,10.704813,War,1
Exit Wounds,2001,50000000.0,79958599.0,101.0,5.3,111.0,12.280827,"Action, Crime, Thriller",1
Memento,2000,9000000.0,39723096.0,113.0,8.1,4168.0,15.450789,"Mystery, Thriller",1
Spy Kids,2001,35000000.0,147934180.0,88.0,5.5,893.0,9.576745,"Action, Comedy, Family, Adventure",1
Tomcats,2001,11000000.0,23430766.0,95.0,4.9,75.0,4.63422,"Comedy, Romance",1
The Tailor of Panama,2001,21000000.0,28008462.0,109.0,6.2,97.0,6.226933,"Drama, Thriller",1
Amores perros,2000,2000000.0,20908467.0,154.0,7.6,537.0,5.958138,"Drama, Thriller",1
Along Came a Spider,2001,60000000.0,105178561.0,104.0,6.1,408.0,13.214068,"Crime, Mystery, Thriller, Action",1
Blow,2001,53000000.0,83282296.0,124.0,7.4,1352.0,12.332223,"Crime, Drama",1
Pokémon: Spell of the Unknown,2000,16000000.0,68411275.0,93.0,6.0,143.0,10.264597,"Adventure, Fantasy, Animation, Action, Family",1
Brigham City,2001,1000000.0,852206.0,119.0,7.3,4.0,0.202478,"Crime, Drama, Mystery, Thriller",0
Bridget Jones's Diary,2001,25000000.0,281929795.0,97.0,6.6,1397.0,10.780524,"Comedy, Romance, Drama",1
Joe Dirt,2001,17700000.0,30987695.0,91.0,5.5,247.0,10.442468,"Mystery, Adventure, Comedy, Romance, Drama",1
Crocodile Dundee in Los Angeles,2001,21150000.0,39438674.0,92.0,4.7,149.0,6.640385,"Adventure, Comedy",1
Scarface,1983,25000000.0,65884703.0,170.0,8.0,3017.0,11.299673,"Action, Crime, Drama, Thriller",1
Driven,2001,94000000.0,54744738.0,116.0,4.5,180.0,5.310558,Action,0
Town & Country,2001,90000000.0,10372291.0,104.0,4.1,18.0,1.901065,"Comedy, Romance",0
The Mummy Returns,2001,98000000.0,433013274.0,130.0,6.0,2258.0,16.945657,"Adventure, Action, Fantasy",1
Cleopatra,1963,31115000.0,71000000.0,248.0,6.7,148.0,8.591238,"Drama, History, Romance",1
Krull,1983,27000000.0,16519460.0,117.0,5.8,130.0,9.848674,"Fantasy, Action, Adventure",0
The World According to Garp,1982,17000000.0,29712172.0,136.0,6.9,87.0,5.036929,Comedy,1
A Home of Our Own,1993,12000000.0,1703282.0,104.0,7.0,14.0,4.497919,"Comedy, Drama",0
For the Boys,1991,40000000.0,23202444.0,138.0,6.5,20.0,10.336913,"Music, Drama",0
Love Story,1970,2200000.0,136400000.0,99.0,6.6,123.0,6.127903,"Drama, Romance",1
A Knight's Tale,2001,65000000.0,117487473.0,132.0,6.6,933.0,10.90061,"Adventure, Drama, Romance, Action",1
Angel Eyes,2001,53000000.0,29700000.0,102.0,5.5,91.0,5.3962,"Drama, Romance, Thriller",0
Shrek,2001,60000000.0,484409218.0,90.0,7.3,4183.0,17.987728,"Adventure, Animation, Comedy, Family, Fantasy",1
Moulin Rouge!,2001,52500000.0,179213434.0,127.0,7.4,1348.0,13.691781,"Drama, Music, Romance",1
Pearl Harbor,2001,140000000.0,449220945.0,183.0,6.6,1833.0,11.419388,"History, Romance, War",1
Postcards from the Edge,1990,22000000.0,39071603.0,101.0,6.3,53.0,2.523655,"Comedy, Drama",1
City Slickers,1991,27000000.0,179033791.0,112.0,6.2,232.0,7.334686,"Action, Adventure, Comedy, Drama, Western",1
Mississippi Burning,1988,15000000.0,34604000.0,128.0,7.4,336.0,13.971865,"Thriller, Crime, Drama",1
The Magnificent Seven,1960,2000000.0,4905000.0,128.0,7.4,472.0,10.650752,Western,1
Throw Momma from the Train,1987,14000000.0,57915972.0,88.0,6.0,147.0,6.573364,"Crime, Comedy",1
The Sand Pebbles,1966,12000000.0,20000000.0,182.0,7.2,59.0,11.354247,"Action, Adventure, Drama, War, Romance",1
The Animal,2001,22000000.0,84772742.0,84.0,4.6,310.0,8.473369,"Action, Comedy",1
Evolution,2001,80000000.0,98376292.0,101.0,5.7,650.0,5.395127,"Action, Comedy, Science Fiction",1
Swordfish,2001,102000000.0,147080413.0,99.0,6.1,946.0,9.646208,"Action, Crime, Thriller",1
Catch-22,1970,18000000.0,24911670.0,121.0,6.7,73.0,4.984905,"War, Comedy, Drama",1
Point Break,1991,24000000.0,83531958.0,120.0,6.9,861.0,11.453093,"Action, Thriller, Crime",1
Unlawful Entry,1992,23000000.0,57138719.0,117.0,5.8,63.0,6.477258,"Crime, Thriller",1
Macabre,1958,90000.0,5000000.0,72.0,6.1,7.0,0.837849,"Horror, Thriller",1
Tootsie,1982,21000000.0,177200000.0,116.0,6.9,429.0,8.451188,"Comedy, Romance",1
Atlantis: The Lost Empire,2001,120000000.0,186053725.0,95.0,6.7,1257.0,10.901602,"Animation, Family, Adventure, Science Fiction",1
Lara Croft: Tomb Raider,2001,115000000.0,274703340.0,100.0,5.7,2235.0,15.851722,"Adventure, Fantasy, Action, Thriller",1
Dr. Dolittle 2,2001,70000000.0,176104344.0,87.0,4.9,422.0,7.906683,"Comedy, Family, Romance, Fantasy",1
The Fast and the Furious,2001,38000000.0,207283925.0,106.0,6.6,3485.0,1.406181,"Action, Crime, Thriller",1
A.I. Artificial Intelligence,2001,100000000.0,235926552.0,146.0,6.8,2011.0,13.249364,"Drama, Science Fiction, Adventure",1
Baby Boy,2001,16000000.0,29381649.0,130.0,7.3,57.0,9.503157,"Crime, Drama, Romance",1
Crazy/Beautiful,2001,13000000.0,16929123.0,99.0,6.6,98.0,6.236729,"Drama, Romance",1
Cats & Dogs,2001,60000000.0,93375151.0,87.0,5.0,363.0,8.142251,"Comedy, Family",1
Kiss of the Dragon,2001,25000000.0,64437847.0,98.0,6.4,304.0,7.637345,"Action, Crime, Thriller",1
Scary Movie 2,2001,45000000.0,141220678.0,83.0,5.4,1019.0,10.869056,Comedy,1
The Cannonball Run,1981,18000000.0,72179579.0,95.0,6.2,161.0,6.693055,Comedy,1
Donovan's Reef,1963,2686000.0,6600000.0,109.0,6.0,31.0,1.920256,"Adventure, Comedy, Romance",1
House of Usher,1960,270000.0,1450000.0,79.0,6.5,71.0,3.481988,"Horror, Thriller",1
The Man Who Shot Liberty Valance,1962,3200000.0,8000000.0,123.0,7.4,272.0,6.641827,Western,1
Shadows and Fog,1991,14000000.0,2735731.0,85.0,7.0,80.0,8.678022,"Thriller, Comedy",0
The Misfits,1961,4000000.0,8200000.0,124.0,6.8,76.0,5.317544,"Drama, Action, Romance",1
Moby Dick,1956,4500000.0,10400000.0,116.0,6.9,90.0,4.31583,"Adventure, Drama",1
The Last Dragon,1985,10000000.0,25754284.0,108.0,6.4,71.0,6.830599,"Action, Adventure, Comedy",1
Outland,1981,16000000.0,17374595.0,112.0,6.2,153.0,6.918821,Science Fiction,1
The Way of the Dragon,1972,130000.0,85000000.0,100.0,7.4,235.0,11.116474,"Action, Crime",1
Final Fantasy: The Spirits Within,2001,137000000.0,85131830.0,106.0,5.9,441.0,10.223851,"Adventure, Action, Animation, Fantasy, Science Fiction, Thriller",0
Legally Blonde,2001,18000000.0,141774679.0,96.0,6.2,908.0,12.769371,Comedy,1
The Score,2001,68000000.0,71069884.0,124.0,6.7,436.0,14.741992,"Action, Crime, Thriller",1
Made,2001,5000000.0,5476060.0,94.0,6.3,55.0,3.531682,"Action, Comedy, Thriller",1
Above the Law,1988,7500000.0,18869631.0,99.0,5.9,140.0,5.283245,"Action, Adventure, Drama, Thriller",1
The Adventures of Baron Munchausen,1988,46630000.0,8083123.0,126.0,6.9,185.0,7.753416,"Action, Adventure, Comedy, Fantasy",0
Apartment Zero,1988,4000000.0,670774.0,124.0,6.9,12.0,3.927714,"Thriller, Horror, Drama",0
Bad Dreams,1988,4000000.0,9797098.0,86.0,5.3,31.0,5.296777,"Horror, Thriller",1
Biloxi Blues,1988,20000000.0,51684798.0,106.0,6.4,72.0,4.619593,"Comedy, Drama, Romance",1
The Blob,1988,19000000.0,8247943.0,95.0,6.3,187.0,10.874079,"Horror, Science Fiction",0
The Boost,1988,8000000.0,784990.0,95.0,5.3,12.0,0.964399,"Drama, Romance",0
Camille Claudel 1915,2013,3512454.0,115860.0,95.0,7.0,20.0,0.134014,Drama,0
Cocktail,1988,20000000.0,171504781.0,104.0,5.7,330.0,9.270831,"Drama, Romance",1
Colors,1988,6000000.0,46616067.0,120.0,6.6,100.0,5.529808,"Action, Crime, Drama",1
Coming to America,1988,39000000.0,288752301.0,116.0,6.5,944.0,7.830087,"Comedy, Romance",1
Critters,1986,2000000.0,13167232.0,82.0,5.9,221.0,10.113807,"Action, Comedy, Horror, Science Fiction, Thriller",1
Critters 2,1988,4500000.0,3813293.0,86.0,5.0,91.0,9.97523,"Comedy, Horror, Science Fiction, Thriller",0
Ernest Saves Christmas,1988,6000000.0,28202109.0,95.0,4.9,47.0,3.590547,"Comedy, Family",1
Frantic,1988,20000000.0,17637950.0,120.0,6.6,232.0,8.105859,"Crime, Drama, Mystery, Thriller",0
The Great Outdoors,1988,24000000.0,43455230.0,91.0,6.4,155.0,11.666172,Comedy,1
Hot to Trot,1988,9000000.0,6436211.0,88.0,5.1,17.0,1.99161,Comedy,0
The Lair of the White Worm,1988,2500000.0,1189315.0,93.0,5.8,59.0,9.97466,"Comedy, Horror",0
The Land Before Time,1988,12300000.0,84460846.0,69.0,7.0,660.0,13.631352,"Animation, Adventure, Family",1
License to Drive,1988,8000000.0,22433275.0,90.0,6.1,100.0,9.631158,"Comedy, Family",1
My Stepmother is an Alien,1988,20000000.0,13854000.0,108.0,5.3,132.0,6.493525,"Comedy, Science Fiction",0
Off Limits,1988,12000000.0,7242035.0,102.0,5.6,16.0,11.516965,"Action, Crime, Drama, Mystery, Thriller",0
Permanent Record,1988,8000000.0,1893139.0,91.0,5.7,9.0,1.194377,Drama,0
Red Heat,1988,29000000.0,34994648.0,104.0,5.8,360.0,14.25013,"Action, Crime",1
Return of the Living Dead Part II,1988,6200000.0,9205924.0,89.0,5.8,95.0,6.606325,"Comedy, Horror",1
The Return of the Living Dead,1985,4000000.0,14237000.0,91.0,7.3,270.0,6.258984,"Comedy, Horror",1
The Man from Snowy River,1982,3500000.0,20659423.0,104.0,6.9,38.0,3.382894,"Family, Drama, Action, Western, Romance",1
The Serpent and the Rainbow,1988,7000000.0,19595031.0,98.0,6.2,120.0,7.791952,"Horror, Thriller",1
Sunset,1988,16000000.0,4594452.0,102.0,5.6,15.0,1.835663,"Action, Comedy, Crime, Mystery, Thriller",0
They Live,1988,4000000.0,13008928.0,94.0,7.1,562.0,11.292364,"Action, Horror, Science Fiction, Thriller",1
Twins,1988,15000000.0,216614388.0,107.0,5.7,566.0,5.952494,Comedy,1
Always,1989,31000000.0,74134790.0,122.0,6.0,136.0,5.443097,"Fantasy, Drama, Romance",1
American Ninja,1985,1000000.0,10499694.0,95.0,5.5,71.0,7.314536,"Action, Adventure",1
The Big Picture,1989,5000000.0,117463.0,100.0,5.9,24.0,6.69473,"Comedy, Drama, Romance",0
Bill & Ted's Excellent Adventure,1989,10000000.0,40485039.0,90.0,6.7,464.0,15.109261,"Adventure, Comedy, Science Fiction",1
Black Rain,1989,30000000.0,45892212.0,125.0,6.2,250.0,6.973408,"Action, Thriller, Crime",1
Casualties of War,1989,22500000.0,18671317.0,113.0,6.8,203.0,7.435688,"Drama, History, War",0
Cyborg,1989,500000.0,10166459.0,86.0,4.9,154.0,8.473602,"Action, Science Fiction",1
Dad,1989,19000000.0,19738015.0,117.0,5.6,20.0,2.727017,"Drama, Comedy",1
Earth Girls Are Easy,1988,10000000.0,3916303.0,100.0,5.5,110.0,11.509677,"Music, Comedy, Drama, Romance, Science Fiction",0
Farewell to the King,1989,16000000.0,2420917.0,117.0,5.9,23.0,1.629224,"War, Adventure",0
Harlem Nights,1989,30000000.0,60864870.0,116.0,5.7,85.0,9.01086,"Comedy, Crime, Drama",1
Johnny Handsome,1989,20000000.0,7237794.0,94.0,6.1,49.0,9.059459,"Crime, Drama",0
K-9,1989,17000000.0,78247647.0,101.0,5.5,209.0,5.772293,"Action, Comedy, Crime",1
Kickboxer,1989,1500000.0,14697005.0,97.0,6.3,257.0,6.939994,"Action, Thriller",1
Leviathan,1989,25000000.0,15704614.0,98.0,6.0,125.0,10.653446,"Adventure, Horror, Action, Thriller, Science Fiction",0
Little Monsters,1989,7000000.0,793775.0,102.0,5.6,53.0,6.256969,"Adventure, Fantasy, Comedy, Family",0
Lock Up,1989,24000000.0,22099847.0,115.0,6.2,208.0,4.701379,"Action, Adventure, Crime, Drama, Thriller",0
Look Who's Talking,1989,7500000.0,296000000.0,93.0,5.8,546.0,5.795045,"Comedy, Romance",1
Major League,1989,11000000.0,49797148.0,107.0,6.7,222.0,5.304376,Comedy,1
Miracle Mile,1989,3000000.0,1145404.0,87.0,7.2,50.0,10.018693,"Romance, Science Fiction, Thriller",0
Next of Kin,1989,12000000.0,15942628.0,108.0,5.0,53.0,3.801832,"Adventure, Drama, Action, Thriller",1
No Holds Barred,1989,8000000.0,16093651.0,93.0,5.6,20.0,0.863547,"Action, Drama",1
Red Scorpion,1988,16000000.0,4192440.0,105.0,4.9,50.0,2.549325,"Action, History, War",0
Jurassic Park III,2001,93000000.0,368780809.0,92.0,5.7,2109.0,0.648867,"Adventure, Action, Thriller, Science Fiction",1
Brother,2000,12000000.0,15250000.0,114.0,6.8,107.0,8.134524,"Crime, Drama, Thriller",1
Planet of the Apes,2001,100000000.0,362211740.0,119.0,5.6,1270.0,17.319836,"Thriller, Science Fiction, Action, Adventure",1
Cure,1997,20000.0,99000.0,111.0,7.4,63.0,3.111281,"Crime, Horror, Mystery, Thriller",1
Jackpot,2001,400000.0,43719.0,97.0,6.0,1.0,0.218588,,0
Wet Hot American Summer,2001,5000000.0,295206.0,97.0,6.4,271.0,6.386082,Comedy,0
Road House,1989,15000000.0,30050028.0,114.0,6.3,259.0,2.943427,"Action, Thriller",1
Sea of Love,1989,19000000.0,110879513.0,113.0,6.7,144.0,9.801967,"Drama, Crime, Mystery",1
"See No Evil, Hear No Evil",1989,18000000.0,46908987.0,103.0,6.4,220.0,17.367336,"Crime, Comedy",1
